"Descrição","Tipo de Crime"
"Um médico abusa sexualmente de uma paciente enquanto ela está sedada","Estupro"
"Um líder religioso obriga seus seguidores a manter relações sexuais com ele para 'purificação espiritual'","Estupro"
"Um professor utiliza sua posição de autoridade para coagir uma estudante a ter relações sexuais com ele","Estupro"
"Um membro de uma gangue estupra uma mulher como parte de uma iniciação para entrar no grupo","Estupro"
"Um familiar aproveita-se de um parente vulnerável enquanto está sob sua responsabilidade","Estupro"
"Um homem oferece carona a uma mulher e a estupra durante o trajeto","Estupro"
"Um estranho invade a casa de uma mulher e a estupra durante um assalto","Estupro"
"Um psicólogo abusa sexualmente de um paciente durante uma sessão de terapia","Estupro"
"Um padrasto estupra sua enteada enquanto a mãe está ausente","Estupro"
"Um atleta aproveita-se de uma fã durante um encontro nos bastidores","Estupro"
"Um vizinho força-se sobre uma mulher enquanto ela está sozinha em casa","Estupro"
"Um presidiário estupra um companheiro de cela contra a vontade deste","Estupro"
"Um colega de quarto droga o companheiro de quarto e o estupra enquanto está inconsciente","Estupro"
"Um homem oferece emprego a uma mulher em troca de favores sexuais e a estupra no local de trabalho","Estupro"
"Um conhecido utiliza chantagem emocional para convencer uma mulher a manter relações sexuais com ele","Estupro"
"Um líder comunitário abusa sexualmente de membros vulneráveis da comunidade sob sua influência","Estupro"
"Um colega de faculdade embriaga uma estudante em uma festa e a estupra enquanto está inconsciente","Estupro"
"Um grupo de soldados estupra mulheres durante um ataque a uma vila inimiga","Estupro"
"Um cliente aproveita-se de uma garçonete em um restaurante e a estupra nos fundos do estabelecimento","Estupro"
"Um psiquiatra abusa sexualmente de um paciente durante uma consulta de rotina","Estupro"
"Um supervisor utiliza sua posição de autoridade para forçar uma funcionária a ter relações sexuais com ele","Estupro"
"Um instrutor de artes marciais aproveita-se de uma aluna durante uma sessão particular","Estupro"
"Um conhecido engana uma mulher fingindo ser alguém de confiança e a estupra em sua residência","Estupro"
"Um agente de segurança abusa sexualmente de uma pessoa detida em uma delegacia","Estupro"
"Um padrasto estupra sua enteada repetidamente ao longo de vários anos","Estupro"
"Um grupo de homens estupra uma mulher como forma de 'punição' por seu comportamento","Estupro"
"Um namorado força-se sobre sua namorada durante uma discussão intensa","Estupro"
"Um tutor particular abusa sexualmente de um aluno enquanto está dando aulas em sua casa","Estupro"
"Um cliente contrata os serviços de uma prostituta e a estupra durante o encontro","Estupro"
"Um colega de quarto utiliza-se da intimidade do ambiente compartilhado para estuprar o outro colega","Estupro"
"Um terapeuta abusa sexualmente de um paciente enquanto está sob seu cuidado","Estupro"
"Um estranho ataca e estupra uma mulher que está caminhando sozinha à noite","Estupro"
"Um colega de trabalho força uma funcionária a ter relações sexuais no escritório","Estupro"
"Um motorista de aplicativo abusa sexualmente de uma passageira durante uma viagem","Estupro"
"Um membro da família estupra uma adolescente dentro de casa","Estupro"
"Um namorado força sua parceira a ter relações sexuais contra a vontade dela","Estupro"
"Um líder religioso abusa sexualmente de um fiel durante uma sessão de aconselhamento","Estupro"
"Um homem embriagado estupra uma mulher inconsciente em uma festa","Estupro"
"Um professor abusa sexualmente de um aluno em troca de notas melhores","Estupro"
"Um padrasto estupra sua enteada repetidamente ao longo de vários anos","Estupro"
"Um estranho droga uma pessoa e a estupra enquanto ela está inconsciente","Estupro"
"Um grupo de homens ataca e estupra uma mulher que está voltando para casa do trabalho","Estupro"
"Um médico abusa sexualmente de uma paciente durante um exame médico","Estupro"
"Um conhecido aproveita-se de uma situação vulnerável e estupra a vítima","Estupro"
"Um treinador de esportes estupra um atleta menor de idade durante um treinamento","Estupro"
"Um líder comunitário abusa sexualmente de uma pessoa que busca ajuda e orientação","Estupro"
"Um homem manipula uma mulher emocionalmente e a estupra quando ela está vulnerável","Estupro"
"Um grupo de estudantes estupra uma colega durante uma festa universitária","Estupro"
"Um cliente de um bar força uma garçonete a ter relações sexuais nos fundos do estabelecimento","Estupro"
"Um membro da gangue estupra uma pessoa como parte de uma iniciação no grupo","Estupro"
"Um parceiro usa coerção e ameaças para obrigar a outra pessoa a ter relações sexuais","Estupro"
"Um estranho invade a casa de uma pessoa e a estupra durante um assalto","Estupro"
"Um membro do clero abusa sexualmente de uma criança em uma instituição religiosa","Estupro"
"Um criminoso sequestra uma vítima e a estupra enquanto está em cativeiro","Estupro"
"Um membro do serviço militar estupra uma colega de tropa durante uma missão","Estupro"
"Um colega de quarto força sexualmente o outro companheiro de quarto em casa","Estupro"
"Um homem oferece carona a uma pessoa e a estupra durante o trajeto","Estupro"
"Um gerente de empresa abusa sexualmente de um funcionário em troca de promoções","Estupro"
"Um cliente de um salão de beleza força uma esteticista a ter relações sexuais no local de trabalho","Estupro"
"Um mentor profissional abusa sexualmente de um estagiário em troca de oportunidades de trabalho","Estupro"
"Um segurança de boate abusa sexualmente de uma cliente em um local lotado","Estupro"
"Um parente próximo estupra uma criança enquanto os pais estão ausentes","Estupro"
"Um vizinho invadiu a casa da vítima e a estuprou","Estupro"
"Um membro de uma gangue estupra uma pessoa para provar sua lealdade ao grupo","Estupro"
"Um colega de equipe abusa sexualmente de um atleta durante um treinamento","Estupro"
"Um tutor particular abusa sexualmente de um aluno em troca de notas melhores","Estupro"
"Um cliente de um massagista abusa sexualmente do profissional durante a sessão","Estupro"
"Um treinador de academia abusa sexualmente de um cliente durante uma sessão de treino","Estupro"
"Um membro da polícia abusa sexualmente de um detido sob custódia","Estupro"
"Um líder político abusa sexualmente de um eleitor em troca de apoio político","Estupro"
"Um médico abusa sexualmente de um paciente em um consultório médico","Estupro"
"Um instrutor de autoescola abusa sexualmente de um aluno durante uma aula prática","Estupro"
"Um tutor particular abusa sexualmente de um aluno menor de idade em sua casa","Estupro"
"Um instrutor de dança abusa sexualmente de um aluno durante uma aula particular","Estupro"
"Um membro de uma organização criminosa estupra uma pessoa como parte de uma punição","Estupro"
"Um colega de trabalho usa drogas para facilitar o estupro de uma colega","Estupro"
"Um colega de faculdade abusa sexualmente de um estudante durante uma festa","Estupro"
"Um parceiro estupra o outro durante um relacionamento abusivo","Estupro"
"Um grupo de adolescentes picha grafites em uma parede histórica da cidade","Vandalismo"
"Um indivíduo quebra os vidros de carros estacionados na rua durante a noite","Vandalismo"
"Um manifestante quebra as janelas de uma loja durante um protesto","Vandalismo"
"Um grupo de jovens danifica uma escultura pública em um parque da cidade","Vandalismo"
"Um indivíduo risca insultos e palavrões em bancos de uma praça pública","Vandalismo"
"Um grupo de pessoas arranca flores e plantas de um jardim comunitário","Vandalismo"
"Um vândalo picha mensagens ofensivas em uma escola durante as férias","Vandalismo"
"Um indivíduo quebra os espelhos de banheiros públicos em um parque","Vandalismo"
"Um grupo de pessoas incendeia lixeiras em uma área residencial","Vandalismo"
"Um indivíduo danifica placas de trânsito em uma rua movimentada","Vandalismo"
"Um manifestante picha slogans políticos em prédios do governo","Vandalismo"
"Um grupo de jovens quebra as luminárias de um parque à noite","Vandalismo"
"Um indivíduo rabisca pichações em um monumento histórico da cidade","Vandalismo"
"Um grupo de pessoas depreda equipamentos de uma praça de recreação infantil","Vandalismo"
"Um vândalo joga pedras nas vitrines de lojas durante uma noite de protestos","Vandalismo"
"Um indivíduo desfigura uma estátua pública com tinta spray","Vandalismo"
"Um grupo de adolescentes destrói os bancos de uma parada de ônibus","Vandalismo"
"Um manifestante picha muros de residências em uma rua comercial","Vandalismo"
"Um indivíduo quebra as luzes de um campo de futebol durante a madrugada","Vandalismo"
"Um grupo de pessoas danifica os equipamentos de um parquinho infantil","Vandalismo"
"Um vândalo joga tinta em carros estacionados ao longo da rua","Vandalismo"
"Um indivíduo picha slogans de ódio em um centro comunitário","Vandalismo"
"Um grupo de jovens quebra os bancos de uma praça central da cidade","Vandalismo"
"Um manifestante quebra os vidros de uma agência bancária durante uma manifestação","Vandalismo"
"Um indivíduo arranca plantas de vasos decorativos em uma calçada","Vandalismo"
"Um grupo de pessoas atira pedras em janelas de residências à beira da estrada","Vandalismo"
"Um vândalo picha símbolos obscenos em um templo religioso","Vandalismo"
"Um indivíduo rasga cartazes de propaganda eleitoral durante a noite","Vandalismo"
"Um grupo de jovens quebra os refletores de um campo de futebol society","Vandalismo"
"Um manifestante picha slogans políticos em placas de trânsito","Vandalismo"
"Um indivíduo quebra os espelhos de um banheiro público em um parque","Vandalismo"
"Um grupo de pessoas danifica os bancos de uma estação de trem","Vandalismo"
"Um vândalo picha insultos em uma escola durante as férias escolares","Vandalismo"
"Um indivíduo quebra os relógios de rua em uma área comercial","Vandalismo"
"Um grupo de jovens incendeia um contêiner de lixo em uma rua residencial","Vandalismo"
"Um manifestante picha mensagens de protesto em prédios do centro da cidade","Vandalismo"
"Um indivíduo quebra as janelas de um ônibus durante uma manifestação","Vandalismo"
"Um grupo de pessoas depreda uma escultura de arte urbana em uma avenida","Vandalismo"
"Um vândalo arranca as flores de canteiros em uma área verde da cidade","Vandalismo"
"Um indivíduo picha grafites em uma parede recém-pintada de uma empresa","Vandalismo"
"Um grupo de jovens quebra os bancos de uma praça próxima a uma escola","Vandalismo"
"Um manifestante quebra os vidros de uma estação de metrô durante um protesto","Vandalismo"
"Um indivíduo rasga os cartazes de uma exposição de arte ao ar livre","Vandalismo"
"Um grupo de pessoas atira ovos em carros estacionados em uma rua residencial","Vandalismo"
"Um vândalo picha palavrões em um ônibus de transporte público","Vandalismo"
